ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260629CU208CU2,Hoàn thành,236441375279839,2026-06-29 21:09:35,2026-07-01 23:47:06,2026-06-29 21:08:21,3sbaby - mom & baby,996925007,Preferred(Non-CB),28651161769,"[Ruột gối vỏ hạt Kiều Mạch] 60x120cm Sét chiếu điều hòa Hàn Cao Cấp, kèm gối thơm, nằm nôi cũi nằm mát cho bé DTA01",158645047020,Normal Product,,Nhà cửa & Đời sống,Chăn ga gối nệm,Chiếu điều hòa,150000,1,XTRA Comm,,149400,,4.00%,5976,10.00%,14940,20916,5976,14940,20916,,0,0.00%,0,100.00%,20916,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629CMQWC9W8,Đã hủy,236434594266629,2026-06-29 19:16:34,--,2026-06-29 19:16:07,Upper You ,834756665,Shopee Mall(Non-CB),29114253906,Khẩu Trang Chống Nắng UPF50+ Chống UV UPPER YOU Chất Lụa Băng Mịn Mát Thoáng Khí - FM03,445574169928,Normal Product,,Phụ Kiện Thời Trang,Phụ kiện thêm,Khẩu trang thời trang,75000,0,XTRA Comm,,0,75000,7.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy vì giao hàng không thành công.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629C97RKT17,Hoàn thành,236422241234093,2026-06-29 15:50:42,2026-07-02 11:00:40,2026-06-29 15:50:30,Nhà Sách An Thư,598421002,Shopee Mall(Non-CB),57062934679,"Tạp chí Harper's Bazaar VN tháng 7/2026 - Bìa Leonie Hanne, Cùng với Thái Lê Minh Hiếu - An Thư Book",421122256298,Normal Product,,Sách & Tạp Chí,Tạp Chí & Báo Giấy,Tạp Chí Đời Sống,89000,1,XTRA Comm,,89000,,4.00%,3560,2.00%,1780,5340,3560,1780,5340,,0,0.00%,0,100.00%,5340,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629C0KXBU1J,Hoàn thành,236412986248298,2026-06-29 13:16:27,2026-06-30 07:32:37,2026-06-29 13:15:30,HALLO MLB HANOI,268029161,Preferred(Non-CB),49110508722,"[Ảnh Thật] Túi Đeo Vai, Túi Cầm Tay Mờ Lờ Bê Monogram New Season 2026 Cao Cấp",325920242796,Normal Product,,Túi Ví Nữ,Túi đeo chéo & Túi đeo vai,,300000,1,XTRA Comm,,252000,,7.00%,17640,3.00%,7560,25200,17640,7560,25200,,0,0.00%,0,100.00%,25200,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629C0FF96R7,Hoàn thành,236412836203493,2026-06-29 13:13:57,2026-06-30 18:23:45,2026-06-29 13:13:41,Mămmy Việt Nam,457785173,Shopee Mall(Non-CB),40610216947,Combo 5 Bánh Ăn Dặm Mini Bites Mămmy bổ sung canxi hỗ trợ tập nhai cho bé từ 6 tháng gói 15g,355154927222,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Đồ ăn nhẹ cho bé,32000,1,XTRA Comm,,23040,,4.00%,921.6,10.00%,2304,3225.6,921.6,2304,3225.6,,0,0.00%,0,100.00%,3225.6,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629BX16Y3K5,Hoàn thành,236410210240669,2026-06-29 12:30:10,2026-06-30 13:13:26,2026-06-29 12:29:33,Hân ShopTrung Niên - Váy Đầm ,1077493953,C2C(Non-CB),42760223006,"ĐẦM  DÀi,ĐI Biển Thiết Hoạ tiết đẹp độc đáo Kế Eo Bắt Chéo Kết Hợp Chân Váy Xếp Ly Tôn Dáng xu hướng thời gian 2025",260859827294,Normal Product,,Thời Trang Nữ,Đầm,,277200,1,XTRA Comm,,227200,,7.00%,15904,13.00%,29536,45440,15904,29536,45440,,0,0.00%,0,100.00%,45440,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629BQV68QW5,Hoàn thành,236403599280361,2026-06-29 10:39:59,2026-07-01 17:11:06,2026-06-29 10:39:01,Phoenix Satellite Shop,1352357040,C2C(Non-CB),52107435295,Áo Thun Giấy Ba Lỗ 2 Lớp Phối Màu Pastel Hot Hit,315939135628,Normal Product,,Thời Trang Nữ,Áo,Áo thun,109000,1,XTRA Comm,,64855,,7.00%,4539.85,6.10%,3956.155,8496.005,4539.85,3956.155,8496.005,,0,0.00%,0,100.00%,8496.005,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629B70JYP7C,Hoàn thành,236385493225241,2026-06-29 05:38:13,2026-07-04 12:04:48,2026-06-29 05:37:47,Supermama - Vì mẹ là siêu nhân,735180546,Preferred(Non-CB),20902046141,Kem đánh răng muối Sunstar 170g Nhật Bản,310855481565,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Vệ sinh răng miệng,56000,1,XTRA Comm,,43278,,4.00%,1731.12,6.00%,2596.68,4327.8,1731.12,2596.68,4327.8,,0,0.00%,0,100.00%,4327.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260629AJJ66WUT,Hoàn thành,236363535233487,2026-06-28 23:32:15,2026-06-29 11:41:03,2026-06-28 23:31:47,MEYBANNI,199784994,C2C(Non-CB),43907867336,Giày Búp Bê MEYBANNI Mũi Vuông Lưới Mỏng Gắn Nơ Tiểu Thư - C430,208592198736,Normal Product,,Giày Dép Nữ,Giày đế bằng,Giày sục & Giày búp bê,219000,1,XTRA Comm,,159200,,7.00%,11144,6.00%,9552,20696,11144,9552,20696,,0,0.00%,0,100.00%,20696,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260628AE6P2JPJ,Hoàn thành,236358854248661,2026-06-28 22:14:14,2026-07-05 16:25:54,2026-06-28 22:11:55,Atlantic Medical,946008659,Shopee Mall(Non-CB),29693645342,[Quà Xinh] LineaBon D3 K2 Dạng Xịt Hỗ Trợ Hấp Thu Canxi Giúp Bé Cao Lớn Khỏe Mạnh LỌ 10ml,315164273400,Normal Product,,Mẹ & Bé,Chăm sóc sức khỏe bé,Vitamin & Thực phẩm bổ sung,350000,1,XTRA Comm,,280000,,4.00%,11200,4.00%,11200,22400,11200,11200,22400,,0,0.00%,0,100.00%,22400,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260628ADG189PM,Đã hủy,236358094217031,2026-06-28 22:01:34,--,2026-06-28 22:01:13,HIKARI - HÀNG NHẬT,573427746,Preferred(Non-CB),24623502234,"Kem Đánh Răng Muối Sunstar Nhật Bản 170G Làm Sạch Sâu, Hỗ Trợ Trắng Răng, Giảm Viêm Nướu Giúp Hơi Thở Thơm Mát",281831823588,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Vệ sinh răng miệng,58000,0,XTRA Comm,,0,92800,4.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260628A84A88EF,Hoàn thành,236352332292390,2026-06-28 20:25:32,2026-07-03 11:51:07,2026-06-28 20:25:18,MeowShop39,555164580,C2C(Non-CB),28115369007,"(Hỏa Tốc Xuyên Tết) Hạt mèo SK 3 loại thịt, 3 loại cá, không độn ngũ cốc, ít béo, cholesterol thấp giúp mèo khỏe mạnh",251865681519,Normal Product,,Chăm Sóc Thú Cưng,Thức ăn cho thú cưng,Thức ăn cho mèo,175000,1,XTRA Comm,,140000,,0.00%,0,2.00%,2800,2800,0,2800,2800,,0,0.00%,0,100.00%,2800,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260628A83K9851,Hoàn thành,236352308201437,2026-06-28 20:25:09,2026-07-03 16:42:58,2026-06-28 20:24:28,CholimexFood,509306551,Preferred(Non-CB),13516211697,Nước tương Hương Việt Thanh Vị 500ml,95030608259,Normal Product,,Thực phẩm và đồ uống,Nguyên liệu nấu ăn,Gia vị & Hương liệu,8036,3,XTRA Comm,,20491,,4.00%,819.64,2.00%,409.82,1229.46,819.64,409.82,1229.46,,0,0.00%,0,100.00%,1229.46,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606289S98NTB2,Hoàn thành,236336392283958,2026-06-28 15:59:52,2026-07-02 19:04:23,2026-06-28 15:59:42,Bee Bedding - Chăn Ga Gối,228271625,Preferred(Non-CB),24188504043,"Bộ ga gối 3 món Cotton Đũi Kẻ 1m2, 1m4, 1m5, 1m6, 1m8 x2m Phong cách basic hàn quốc chất liệu thoáng mát",79488088907,Normal Product,,Nhà cửa & Đời sống,Chăn ga gối nệm,"Ga trải giường, vỏ gối",85000,1,XTRA Comm,,72250,,4.00%,2890,2.00%,1445,4335,2890,1445,4335,,0,0.00%,0,100.00%,4335,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606289NWF65X6,Hoàn thành,236332775239572,2026-06-28 14:59:36,2026-07-03 22:08:55,2026-06-28 14:57:04,MIALALA Official,250743570,Shopee Mall(Non-CB),18385698267,Mialala Áo Ngực Nữ Su Đúc Không Gọng Không Lộ Viền Đệm Mỏng 0.5cm Nâng Đỡ Ngực Tàng Hình 3369,259119730744,Normal Product,474192479334436_0_0,Thời Trang Nữ,Đồ lót,Áo ngực,878000,1,XTRA Comm,,578000,,7.00%,40000,5.00%,28900,68900,40000,28900,68900,,0,0.00%,0,100.00%,68900,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606289NWF65X6,Hoàn thành,236332775239572,2026-06-28 14:59:36,2026-07-03 22:08:55,2026-06-28 14:57:04,MIALALA Official,250743570,Shopee Mall(Non-CB),24935674748,Áo ngực không gọng đệm dày 6cm siêu nâng đẩy thoải mái tàng hình Mialala 3968 FAL02073968,216294719193,Normal Product,474192479334436_0_0,Thời Trang Nữ,Đồ lót,Áo ngực,0,1,XTRA Comm,,0,,7.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26062896S6YJKY,Hoàn thành,236316526282744,2026-06-28 10:28:46,2026-07-04 14:27:13,2026-06-28 10:26:35,Tổng Kho Ly Cốc Thuỷ Tinh,425233256,Preferred(Non-CB),20147682193,"Thìa inox 13cm &17cm ( màu bạc & màu vàng ),thìa cafe,thìa nước sinh tố",136786379025,Normal Product,,Nhà cửa & Đời sống,Bộ đồ bàn ăn,Bộ dao kéo,80000,3,XTRA Comm,,206400,,4.00%,8256,7.00%,14448,22704,8256,14448,22704,,0,0.00%,0,100.00%,22704,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26062895X7W9GR,Hoàn thành,236315621281533,2026-06-28 10:13:41,2026-07-02 14:20:01,2026-06-28 10:13:08,Lanna Store,7884912,Preferred(Non-CB),29172842353,【CHÍNH HÃNG + TÚI 1KG】Bánh Quy Bơ Sữa LSS Mix Vị - LIANSHANGSU Socola Sữa Chua Việt Quất Thơm Ngon,242418719828,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Bánh quy,191000,1,Shopee Comm,,181000,,4.00%,7240,0.00%,0,7240,7240,0,7240,,0,0.00%,0,100.00%,7240,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26062891CQ34PE,Hoàn thành,236310738260353,2026-06-28 08:52:18,2026-07-03 12:16:09,2026-06-28 08:51:06,Vivimoon Hồ Chí Minh,890125982,Shopee Mall(Non-CB),29651912602,VIVIMOON lens cận 1 ngày màu nâu trà sữa tự nhiên Milk Tea Brown độ cận từ 0-8 (Giá 1 chiếc /1 bên mắt),222869995375,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc mắt,58000,1,XTRA Comm,,37901,,4.00%,1516.04,5.00%,1895.05,3411.09,1516.04,1895.05,3411.09,,0,0.00%,0,100.00%,3411.09,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26062776HJAEWC,Đã hủy,236247550267379,2026-06-27 15:19:10,--,2026-06-27 15:18:33,ban9436.vn,1516269168,Preferred(CB),40576958786,New 2025 Black Angel KT Long Leg Black Leather Kitty Plush Pendant rfTL,375243260777,Normal Product,,Túi Ví Nữ,Phụ kiện túi,Charm và phụ kiện gắn túi,110880,0,XTRA Comm,,0,87516,7.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260627768AMYGY,Hoàn thành,236247240221382,2026-06-27 15:14:00,2026-06-28 13:47:10,2026-06-27 15:13:29,Gumi Hồ Chí Minh,864405042,Preferred(Non-CB),24283447227,"Combo 200 Khẩu trang 6D Promask kháng khuẩn , kháng bụi mịn, kháng giọt bắn",108404251467,Normal Product,,Sức Khỏe,Vật tư y tế,Bao tay và khẩu trang y tế,106000,1,XTRA Comm,,84800,,4.00%,3392,5.00%,4240,7632,3392,4240,7632,,0,0.00%,0,100.00%,7632,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260627752GFS2E,Hoàn thành,236245971288555,2026-06-27 14:52:51,2026-06-30 18:23:28,2026-06-27 14:52:43,Yên Gems - Healing Jewelry,131280938,Shopee Mall(Non-CB),46111894563,Vòng Tay Đá Thạch Anh Tóc Vàng Tự Nhiên Charm Đồng Tiền Tài Lộc Quyền Lực Sự Tự Tin YÊN GEMS VT55,441031959733,Normal Product,,Phụ Kiện Thời Trang,Vòng tay & Lắc tay,,239000,1,Shopee Comm,,186420,,7.00%,13049.4,0.00%,0,13049.4,13049.4,0,13049.4,,0,0.00%,0,100.00%,13049.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260627751YAQ1Q,Hoàn thành,236245953280035,2026-06-27 14:52:32,2026-06-30 18:23:33,2026-06-27 14:52:24,Binh Minh Towel - Rẻ Vô Địch,95756990,Preferred(Non-CB),23876993906,"combo khăn gội đầu kích thước 35x75cm 100% microfiber mềm mịn siêu thấm hút dùng trong spa, salon tóc, gara ô tô",109123264599,Normal Product,,Nhà cửa & Đời sống,Đồ dùng phòng tắm,"Khăn mặt, khăn tắm, áo choàng tắm",130000,1,XTRA Comm,,109650,,4.00%,4386,3.00%,3289.5,7675.5,4386,3289.5,7675.5,,0,0.00%,0,100.00%,7675.5,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606276NBGC4UU,Hoàn thành,236229093281109,2026-06-27 10:11:32,2026-07-02 19:02:16,2026-06-27 10:11:27,Thế Giới Chổi,1003217770,C2C(Non-CB),49259396462,"Hộp Đựng Khăn Giấy Cao Cấp Bảo Vệ Khỏi Vi Khuẩn Ngoài Không Khí, Sử Dụng Đựng Đa Năng",370829235888,Normal Product,,Nhà cửa & Đời sống,Sắp xếp nhà cửa,"Hộp đựng, giỏ đựng đồ",40000,1,XTRA Comm,,20000,,4.00%,800,4.00%,800,1600,800,800,1600,,0,0.00%,0,100.00%,1600,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606264U4RTC5R,Hoàn thành,236166590234762,2026-06-26 16:49:50,2026-06-30 18:23:39,2026-06-26 16:49:38,Baby Store_MunKids,935533245,Preferred(Non-CB),23178403414,"[mua 1 tặng 2 Qùa] Vitamin D3K2 Lineabon,Bổ Sung Vitamin D3 Cho Trẻ Tăng Chiều Cao Cho Bé Lọ 10Ml",184542735964,Normal Product,,Mẹ & Bé,Chăm sóc sức khỏe bé,Vitamin & Thực phẩm bổ sung,325000,1,Shopee Comm,,253500,,4.00%,10140,0.00%,0,10140,10140,0,10140,,0,0.00%,0,100.00%,10140,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606264RWHHB1M,Hoàn thành,236164200223184,2026-06-26 16:10:00,2026-07-01 18:57:44,2026-06-26 16:09:25,BASIL dolotcaocap,377390237,C2C(Non-CB),3022163464,"Áo ngực quây không gọng đệm mỏng, áo lót quây thoải mái Basil A210",232341763875,Normal Product,,Thời Trang Nữ,Đồ lót,Áo ngực,166000,1,XTRA Comm,,98770,,7.00%,6913.9,5.00%,4938.5,11852.4,6913.9,4938.5,11852.4,,0,0.00%,0,100.00%,11852.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606264CTUN20Y,Hoàn thành,236151225272610,2026-06-26 12:33:46,2026-06-29 08:25:07,2026-06-26 12:33:34,Ma Bư Shop - Thế giới mẹ và bé,1127307168,Preferred(Non-CB),55211039965,[Hoả tốc] Sữa bột GrowPLUS+ Suy Dinh Dưỡng Nutifood,395963339834,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa công thức,399000,1,Shopee Comm,,301560,,4.00%,12062.4,0.00%,0,12062.4,12062.4,0,12062.4,,0,0.00%,0,100.00%,12062.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26062633S9F2JQ,Hoàn thành,236107149238384,2026-06-26 00:19:10,2026-06-30 11:21:06,2026-06-25 21:53:49,Khả Minh - Phụ liệu ngành sơn,736689353,Preferred(Non-CB),16440811162,"Màng bọc nilon che bụi nhiều kích thước, băng keo nilon che sơn ngăn bụi, màng nilon phủ đồ kích thước lớn",410638147673,Normal Product,,Nhà cửa & Đời sống,Trang trí nhà cửa,Vỏ bọc nội thất,83000,2,XTRA Comm,,132800,,4.00%,5312,2.00%,2656,7968,5312,2656,7968,,0,0.00%,0,100.00%,7968,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606240E8CSBC2,Hoàn thành,236015314237231,2026-06-24 22:48:35,2026-06-27 15:19:13,2026-06-24 22:48:21,Guardian HCM Official Store,152872415,Shopee Mall(Non-CB),6926052178,Nước Tẩy Trang Dành Cho Da Nhạy Cảm Bioderma Sensibio H2O 500ml,40443124253,Normal Product,473524989407595_0_0,Sắc Đẹp,Trang điểm,Tẩy trang,420000,2,Shopee Comm,,655200,,4.00%,26208,0.00%,0,26208,26208,0,26208,,0,0.00%,0,100.00%,26208,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606240E8CSBC2,Hoàn thành,236015314237231,2026-06-24 22:48:35,2026-06-27 15:19:13,2026-06-24 22:48:21,Guardian HCM Official Store,152872415,Shopee Mall(Non-CB),47212665568,[HÀNG TẶNG KHÔNG BÁN] Bioderma Combo Photoderm Sample: Xdefense Invisible 2Ml + Xdefense Teinte 2Ml,307719673878,Normal Product,473524989407595_0_0,Sắc Đẹp,Chăm sóc da mặt,Kem chống nắng cho mặt,0,1,Shopee Comm,,0,,4.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260624VBN0RRJM,Hoàn thành,235974589287285,2026-06-24 11:29:49,2026-06-28 20:11:23,2026-06-24 11:29:28,Siêu Thị Màn Chiếu,27418295,Preferred(Non-CB),2254755789,Màn chiếu 3 chân 100 inch 1m8 x 1m8 - Chính Hãng BH 1 Năm,75415879924,Normal Product,,Thiết Bị Điện Gia Dụng,Máy chiếu & Phụ kiện,Máy chiếu & Màn hình chiếu,749000,1,Shopee Comm,,614180,,4.00%,24567.2,0.00%,0,24567.2,24567.2,0,24567.2,,0,0.00%,0,100.00%,24567.2,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260623TMXV77U7,Hoàn thành,235915864262783,2026-06-23 19:11:04,2026-06-27 22:09:31,2026-06-23 19:10:08,The GMEN - Offical Store,467360824,Shopee Mall(Non-CB),27493071729,"Áo polo nam Dual Waffle vải cotton mềm mại, thoáng mái, ráp vai tôn dáng - THE GMEN ELEGANT EST 2017",307000941846,Normal Product,,Thời Trang Nam,Áo,Áo polo,459000,1,Shopee Comm,,358020,,7.00%,25061.4,0.00%,0,25061.4,25061.4,0,25061.4,,0,0.00%,0,100.00%,25061.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260623TFB2PKMY,Hoàn thành,235909831267565,2026-06-23 17:30:31,2026-06-26 08:18:30,2026-06-23 17:30:03,Imiale Vietnam Official,453746847,Shopee Mall(Non-CB),19458338126,"Men vi sinh IMIALE chứa lợi khuẩn Bifidobacteirum BB-12 hỗ trợ cải thiện nôn trớ, đầy hơi ở trẻ - Lọ 8ml",88404730152,Normal Product,464386813145506_0_0,Mẹ & Bé,Chăm sóc sức khỏe bé,Vitamin & Thực phẩm bổ sung,407000,1,XTRA Comm,,325600,,4.00%,13024,3.00%,9768,22792,13024,9768,22792,,0,0.00%,0,100.00%,22792,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260623TFB2PKMY,Hoàn thành,235909831267565,2026-06-23 17:30:31,2026-06-26 08:18:30,2026-06-23 17:30:03,Imiale Vietnam Official,453746847,Shopee Mall(Non-CB),28566155624,"[QUÀ TẶNG KHÔNG BÁN] Hộp 04 khăn sữa sợi tre cao cấp cho bé - Mềm mịn, thoáng nhẹ, thấm hút tốt",147531464659,Normal Product,464386813145506_0_0,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,"Áo choàng tắm, Khăn tắm & Khăn mặt",0,1,Shopee Comm,,0,,4.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260622PYD9A0MV,Hoàn thành,235789646219425,2026-06-22 08:07:27,2026-06-24 19:17:31,2026-06-22 08:03:18,Tuyết Ngân Nwaxing,138628280,Preferred(Non-CB),18954303264,NỒI NẤU SÁP WAX LÔNG MINI CHỐNG DÍNH TẶNG KÈM LỒNG SILICONE VÀ QUE SILICONE,126919007130,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ tẩy lông,198000,1,XTRA Comm,,158400,,4.00%,6336,4.00%,6336,12672,6336,6336,12672,,0,0.00%,0,100.00%,12672,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260622PY0PWTHR,Hoàn thành,235789224281511,2026-06-22 08:00:26,2026-06-24 19:17:21,2026-06-22 08:00:13,Ca Cao Pet Shop,1443039158,Preferred(Non-CB),25390256752,"Hạt mèo DONGPET thức ăn khô cho mèo mix thịt đông khô cao cấp chuyên cho mèo kén ăn, vỗ béo, tăng nọng - Cacao",208210888430,Normal Product,,Chăm Sóc Thú Cưng,Thức ăn cho thú cưng,Thức ăn cho mèo,344000,1,XTRA Comm,,282080,,0.00%,0,2.00%,5641.6,5641.6,0,5641.6,5641.6,,0,0.00%,0,100.00%,5641.6,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260622PXYW5QAC,Hoàn thành,235789197282904,2026-06-22 07:59:58,2026-06-24 19:17:25,2026-06-22 07:59:38,Hệ thống đồ sơ sinh Thị Nhím,142986220,C2C(Non-CB),17353923752,"Khăn Tắm xô có mũ, Thị Nhím Store, Choàng bế Aden & Anais có mũ xuất Nhật cho bé sơ sinh",243373086003,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,"Áo choàng tắm, Khăn tắm & Khăn mặt",79000,1,XTRA Comm,,71100,,4.00%,2844,2.00%,1422,4266,2844,1422,4266,,0,0.00%,0,100.00%,4266,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260622PXQ4REPC,Hoàn thành,235788903245654,2026-06-22 07:55:07,2026-06-23 18:06:04,2026-06-22 07:54:47,Kid Mama Store,999521772,Preferred(Non-CB),23472001653,"Khăn tắm cho bé Jubon 5 lớp xô nhăn thấm hút tốt, khăn xô tắm cho bé mềm mịn size 105x110cm Kid Mama",225475082020,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,"Áo choàng tắm, Khăn tắm & Khăn mặt",65340,1,XTRA Comm,,58806,,4.00%,2352.24,3.00%,1764.18,4116.42,2352.24,1764.18,4116.42,,0,0.00%,0,100.00%,4116.42,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260622P46E1PGE,Đã hủy,235760425279527,2026-06-22 00:00:32,--,2026-06-21 11:59:21,The GMEN - Offical Store,467360824,Shopee Mall(Non-CB),27493071729,"Áo polo nam Dual Waffle vải cotton mềm mại, thoáng mái, ráp vai tôn dáng - THE GMEN ELEGANT EST 2017",307000941846,Normal Product,,Thời Trang Nam,Áo,Áo polo,449000,0,Shopee Comm,,0,359200,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy bởi người mua.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260621P0CJDHNV,Hoàn thành,235756336212055,2026-06-21 22:52:16,2026-06-28 14:59:50,2026-06-21 22:51:14,ART GOD,767331608,Preferred(Non-CB),26489700837,Áo Sơ Mi Nam Nữ Cổ Đức Cách Điệu Thêu Logo Chất Liệu Đũi Mềm Thoáng Mát ARTGOD HMA035,286024860454,Normal Product,,Thời Trang Nam,Áo,Áo sơ mi,173000,1,XTRA Comm,,118097,,7.00%,8266.79,8.00%,9447.76,17714.55,8266.79,9447.76,17714.55,,0,0.00%,0,100.00%,17714.55,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260621P0A9XHMH,Hoàn thành,235756260226269,2026-06-21 22:51:01,2026-06-26 18:12:35,2026-06-21 22:50:38,CAMTUAN COFFEE,236468171,Preferred(Non-CB),18876783363,"Máy tạo bọt cà phê, sữa HOME cắm điện trực tiếp 220V siêu bền và mạnh",127496767512,Normal Product,,Thiết Bị Điện Gia Dụng,Đồ gia dụng nhà bếp,Máy trộn thực phẩm,190000,2,Shopee Comm,,326800,,4.00%,13072,0.00%,0,13072,13072,0,13072,,0,0.00%,0,100.00%,13072,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
